query,target,fident,alnlen,mismatch,gapopen,qstart,qend,tstart,tend,evalue,bits,alntmscore,query_uniprot,target_uniprot,query_gene,target_gene,target_organism
AF-A0A081H9Y4-F1-model_v4,AF-Q8WXI4-2-F1-model_v6,0.159,132,96,6,9,130,47,173,9.988e-05,170,0.7342,A0A081H9Y4,Q8WXI4,fadM,ACOT11,9606
AF-A0A0H4UUV9-F1-model_v4,AF-Q9H171-5-F1-model_v6,0.126,63,50,2,8,68,11,70,2.076,67,0.7341,A0A0H4UUV9,Q9H171,,ZBP1,9606
AF-V5VA46-F1-model_v4,AF-Q96E52-2-F1-model_v6,0.155,264,165,16,49,298,233,452,0.0001075,201,0.7341,V5VA46,Q96E52,htpX,OMA1,9606
AF-A0A1E3M656-F1-model_v4,AF-P30793-2-F1-model_v6,0.221,95,66,4,157,245,121,213,0.003243,111,0.7341,A0A1E3M656,P30793,queF,GCH1,9606
AF-V5V938-F1-model_v4,AF-P55265-F1-model_v6,0.183,87,57,4,27,111,297,371,0.01714,104,0.734,V5V938,P55265,hxlR_1,ADAR,9606
AF-A0A059ZMB2-F1-model_v4,AF-Q6ZVK8-F1-model_v6,0.248,137,86,7,3,128,42,172,8.458e-06,196,0.7339,A0A059ZMB2,Q6ZVK8,mutT_2,NUDT18,9606
AF-A0A0H4UZV5-F1-model_v4,AF-Q8N4V2-F1-model_v6,0.115,443,315,12,8,388,81,508,9.853e-07,297,0.7339,A0A0H4UZV5,Q8N4V2,ygaY,SVOP,9606
AF-V5VE66-F1-model_v4,AF-Q4L235-4-F1-model_v6,0.151,364,253,25,82,416,188,524,9.297e-16,390,0.7338,V5VE66,Q4L235,paaF,AASDH,9606
AF-V5VFS9-F1-model_v4,AF-Q1L5Z9-2-F1-model_v6,0.13,230,162,10,20,227,295,508,5.831e-08,277,0.7338,V5VFS9,Q1L5Z9,lon,LONRF2,9606
AF-V5VE81-F1-model_v4,AF-P05165-3-F1-model_v6,0.141,431,309,23,14,400,64,477,5.986e-23,603,0.7337,V5VE81,P05165,purT,PCCA,9606
AF-A0A0H4UF02-F1-model_v4,AF-Q8TB40-2-F1-model_v6,0.141,141,95,8,3,139,43,161,0.005424,111,0.7337,A0A0H4UF02,Q8TB40,,ABHD4,9606
AF-A0A0H4U9Q0-F1-model_v4,AF-P51659-2-F1-model_v6,0.143,160,115,8,66,209,94,247,1.298e-05,165,0.7336,A0A0H4U9Q0,P51659,,HSD17B4,9606
AF-A0A1E3M921-F1-model_v4,AF-Q9H7X0-3-F1-model_v6,0.129,116,85,6,72,172,1,115,0.003408,113,0.7335,A0A1E3M921,Q9H7X0,,NAA60,9606
AF-A0A0H4U9Q0-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.11,245,171,12,12,226,2,229,2.081e-08,247,0.7332,A0A0H4U9Q0,Q8N4T8,,CBR4,9606
AF-V5XVR9-F1-model_v4,AF-P11177-F1-model_v6,0.148,358,225,27,354,661,30,357,7.327e-09,286,0.7331,V5XVR9,P11177,tkt,PDHB,9606
AF-A0A0J8XN81-F1-model_v4,AF-P23526-F1-model_v6,0.146,75,56,4,8,81,209,276,0.373,76,0.7331,A0A0J8XN81,P23526,cobA,AHCY,9606
AF-A0A5P1UD96-F1-model_v4,AF-O15427-F1-model_v6,0.157,507,320,24,21,513,24,437,7.323e-07,297,0.7331,A0A5P1UD96,O15427,,SLC16A3,9606
AF-V5VE66-F1-model_v4,AF-Q4L235-F1-model_v6,0.143,362,252,26,85,416,191,524,5.415e-17,420,0.733,V5VE66,Q4L235,paaF,AASDH,9606
AF-T2HTY7-F1-model_v4,AF-P37287-F1-model_v6,0.104,480,306,28,1,459,32,408,1.684e-12,379,0.733,T2HTY7,P37287,otsA,PIGA,9606
AF-A0A081H0F9-F1-model_v4,AF-P51659-F1-model_v6,0.122,327,223,17,13,284,289,606,1.473e-17,502,0.7329,A0A081H0F9,P51659,,HSD17B4,9606
AF-A0A1E3MA06-F1-model_v4,AF-Q9NPJ3-F1-model_v6,0.141,120,91,7,21,137,30,140,0.0003895,158,0.7328,A0A1E3MA06,Q9NPJ3,,ACOT13,9606
AF-A0A059ZRF5-F1-model_v4,AF-O15245-F1-model_v6,0.133,540,309,17,7,422,8,512,2.067e-06,297,0.7327,A0A059ZRF5,O15245,,SLC22A1,9606
AF-V5VCB9-F1-model_v4,AF-Q2M3R5-2-F1-model_v6,0.19,300,212,16,6,285,69,357,7.587e-07,282,0.7327,V5VCB9,Q2M3R5,,SLC35G1,9606
AF-A0A1E3MAY7-F1-model_v4,AF-P26374-F1-model_v6,0.18,61,38,2,371,419,1,61,0.3567,59,0.7324,A0A1E3MAY7,P26374,fadH,CHML,9606
AF-A0A1E3M4L2-F1-model_v4,AF-Q8NI60-F1-model_v6,0.168,434,302,16,12,406,210,623,3.165e-16,531,0.7323,A0A1E3M4L2,Q8NI60,,COQ8A,9606
AF-V5V9V9-F1-model_v4,AF-Q9H4K7-F1-model_v6,0.229,174,107,5,202,360,227,388,2.332e-07,231,0.7321,V5V9V9,Q9H4K7,hflX,MTG2,9606
AF-A0A0J8TD99-F1-model_v4,AF-Q8TB40-F1-model_v6,0.177,315,203,16,4,270,31,337,3.839e-15,439,0.732,A0A0J8TD99,Q8TB40,,ABHD4,9606
AF-A0A0Q1LLS3-F1-model_v4,AF-O75600-2-F1-model_v6,0.116,437,286,27,23,400,45,440,2.518e-16,442,0.7318,A0A0Q1LLS3,O75600,argD,GCAT,9606
AF-A0A0Q2EFF7-F1-model_v4,AF-P05165-F1-model_v6,0.165,446,308,24,2,413,65,480,1.317e-22,567,0.7315,A0A0Q2EFF7,P05165,purD,PCCA,9606
AF-A0A0D5YCL9-F1-model_v4,AF-Q9H171-F1-model_v6,0.105,57,45,3,25,80,113,164,1.2,58,0.7315,A0A0D5YCL9,Q9H171,,ZBP1,9606
AF-A0A1E3M6Z1-F1-model_v4,AF-O95831-3-F1-model_v6,0.204,410,242,23,2,366,127,497,3.3720000000000004e-20,601,0.7315,A0A1E3M6Z1,O95831,,AIFM1,9606
AF-A0A1E3M2K9-F1-model_v4,AF-O15245-3-F1-model_v6,0.182,339,228,11,57,373,147,458,6.446e-09,375,0.7311,A0A1E3M2K9,O15245,,SLC22A1,9606
AF-A0A1E3M6Q6-F1-model_v4,AF-Q96KN1-F1-model_v6,0.232,56,38,3,81,136,116,166,0.7178,57,0.7311,A0A1E3M6Q6,Q96KN1,,LRATD2,9606
AF-V5VEU8-F1-model_v4,AF-Q96E52-2-F1-model_v6,0.266,229,148,10,44,255,233,458,1.025e-08,328,0.7311,V5VEU8,Q96E52,loiP,OMA1,9606
AF-A0A1E3MBL8-F1-model_v4,AF-Q9UNA1-2-F1-model_v6,0.136,66,52,4,50,114,698,759,0.473,76,0.731,A0A1E3MBL8,Q9UNA1,,ARHGAP26,9606
AF-A0A059ZT94-F1-model_v4,AF-Q6UB35-F1-model_v6,0.123,81,66,4,9,87,97,174,3.935,41,0.731,A0A059ZT94,Q6UB35,purE,MTHFD1L,9606
AF-V5VDL9-F1-model_v4,AF-O75600-2-F1-model_v6,0.118,413,274,27,4,386,93,445,1.049e-12,352,0.7309,V5VDL9,O75600,iscS,GCAT,9606
AF-A0A1E3M7R9-F1-model_v4,AF-Q8TB40-F1-model_v6,0.167,304,194,15,7,256,39,337,7.409e-14,377,0.7308,A0A1E3M7R9,Q8TB40,,ABHD4,9606
AF-A0A0E1FFQ5-F1-model_v4,AF-P26640-F1-model_v6,0.151,224,145,12,1,201,1,202,2.571e-05,211,0.7307,A0A0E1FFQ5,P26640,,VARS1,9606
AF-A0A5J5YX99-F1-model_v4,AF-O60869-F1-model_v6,0.107,84,66,4,3,85,72,147,0.07721,96,0.7305,A0A5J5YX99,O60869,,EDF1,9606
AF-A0A1E3M8X3-F1-model_v4,AF-O15427-F1-model_v6,0.127,524,318,18,1,502,1,407,6.871e-09,379,0.7304,A0A1E3M8X3,O15427,,SLC16A3,9606
AF-V5V938-F1-model_v4,AF-P55265-5-F1-model_v6,0.181,88,58,4,26,111,1,76,0.01829,103,0.7304,V5V938,P55265,hxlR_1,ADAR,9606
AF-A0A1E3M596-F1-model_v4,AF-Q4L235-F1-model_v6,0.094,679,280,39,147,808,733,1093,2.144e-11,317,0.7303,A0A1E3M596,Q4L235,,AASDH,9606
AF-V5VDP9-F1-model_v4,AF-O95433-F1-model_v6,0.136,147,108,7,1,145,205,334,6.421e-06,210,0.7302,V5VDP9,O95433,,AHSA1,9606
AF-A0A1E3M9E4-F1-model_v4,AF-O75600-F1-model_v6,0.127,370,233,22,53,394,103,410,2.101e-13,363,0.7301,A0A1E3M9E4,O75600,metC,GCAT,9606
AF-A0A077GPF8-F1-model_v4,AF-O75884-F1-model_v6,0.188,196,116,12,2,177,5,177,5.179e-06,183,0.7301,A0A077GPF8,O75884,,RBBP9,9606
AF-A0A1E3M618-F1-model_v4,AF-Q86X67-3-F1-model_v6,0.154,155,106,4,5,140,71,219,1.672e-08,253,0.73,A0A1E3M618,Q86X67,nudJ,NUDT13,9606
AF-A0A081H230-F1-model_v4,AF-P05165-3-F1-model_v6,0.179,428,278,22,554,929,59,465,3.79e-19,577,0.73,A0A081H230,P05165,carB,PCCA,9606
AF-A0A084XNI6-F1-model_v4,AF-Q8WUY1-F1-model_v6,0.128,148,105,6,1,131,46,186,2.314e-05,203,0.7298,A0A084XNI6,Q8WUY1,,THEM6,9606
AF-A0A059ZEW7-F1-model_v4,AF-Q6PIU2-3-F1-model_v6,0.172,261,143,8,111,299,14,273,1.54e-08,257,0.7298,A0A059ZEW7,Q6PIU2,est,NCEH1,9606
AF-A0A1E3M2Y8-F1-model_v4,AF-Q8N8U2-F1-model_v6,0.164,286,204,12,1,278,242,500,7.903e-11,369,0.7298,A0A1E3M2Y8,Q8N8U2,,CDYL2,9606
AF-A0A1E3M7H1-F1-model_v4,AF-P37058-2-F1-model_v6,0.229,235,140,13,4,225,47,253,7.663e-11,310,0.7298,A0A1E3M7H1,P37058,,HSD17B3,9606
AF-A0A0H4UE66-F1-model_v4,AF-Q6P587-3-F1-model_v6,0.149,228,151,13,163,375,28,227,5.157e-09,245,0.7296,A0A0H4UE66,Q6P587,,FAHD1,9606
AF-A0A7W0IGL4-F1-model_v4,AF-O14618-F1-model_v6,0.17,94,77,1,85,178,1,93,0.004485,170,0.7295,A0A7W0IGL4,O14618,,CCS,9606
AF-A0A1E3MCI9-F1-model_v4,AF-Q8TF17-F1-model_v6,0.168,107,70,3,27,133,1116,1203,2.041,62,0.7294,A0A1E3MCI9,Q8TF17,,SH3TC2,9606
AF-A0A0B9WMH3-F1-model_v4,AF-Q5JRX3-F1-model_v6,0.144,1081,651,66,19,919,39,1025,3.066e-31,981,0.7293,A0A0B9WMH3,Q5JRX3,,PITRM1,9606
AF-V5VB54-F1-model_v4,AF-Q8N9I5-2-F1-model_v6,0.193,362,234,20,18,358,1,325,8.597e-09,353,0.7293,V5VB54,Q8N9I5,desA3_1,FADS6,9606
AF-V5VHV3-F1-model_v4,AF-P18615-F1-model_v6,0.176,17,14,0,79,95,286,302,7.154,31,0.7291,V5VHV3,P18615,,NELFE,9606
AF-A0A1E3M618-F1-model_v4,AF-Q86X67-F1-model_v6,0.154,155,106,4,5,140,197,345,3.571e-08,245,0.729,A0A1E3M618,Q86X67,nudJ,NUDT13,9606
AF-A0A0D5YL61-F1-model_v4,AF-Q8TB40-F1-model_v6,0.136,323,240,18,41,330,25,341,1.493e-13,396,0.729,A0A0D5YL61,Q8TB40,lip1,ABHD4,9606
AF-A0A1E3M5T3-F1-model_v4,AF-Q96MZ0-4-F1-model_v6,0.189,301,148,13,1,208,42,339,3.125e-07,268,0.7287,A0A1E3M5T3,Q96MZ0,,GDAP1L1,9606
AF-A0A1E3MB04-F1-model_v4,AF-Q8N5U1-2-F1-model_v6,0.094,95,76,4,88,175,16,107,6.422,43,0.7285,A0A1E3MB04,Q8N5U1,,MS4A15,9606
AF-A0A059ZHM9-F1-model_v4,AF-Q9NVF9-F1-model_v6,0.114,331,244,19,9,306,67,381,5.6e-08,290,0.7285,A0A059ZHM9,Q9NVF9,,ETNK2,9606
AF-A0A1L5TL74-F1-model_v4,AF-O75884-F1-model_v6,0.1,268,152,11,27,291,1,182,0.003121,113,0.7281,A0A1L5TL74,O75884,,RBBP9,9606
AF-A0A1E3MD29-F1-model_v4,AF-P26640-F1-model_v6,0.164,225,137,11,2,198,3,204,4.849e-05,202,0.7281,A0A1E3MD29,P26640,,VARS1,9606
AF-A0A1E3M1Y4-F1-model_v4,AF-Q9H1D9-F1-model_v6,0.109,64,53,2,27,89,22,82,1.5,57,0.7278,A0A1E3M1Y4,Q9H1D9,,POLR3F,9606
AF-A0A1E3M4Z9-F1-model_v4,AF-Q0GE19-3-F1-model_v6,0.167,352,234,19,20,353,4,314,1.283e-06,270,0.7277,A0A1E3M4Z9,Q0GE19,,SLC10A7,9606
AF-A0A1E3M6Z1-F1-model_v4,AF-Q96NN9-2-F1-model_v6,0.183,426,254,24,2,376,200,582,1.731e-17,534,0.7275,A0A1E3M6Z1,Q96NN9,,AIFM3,9606
AF-A0A059ZTS1-F1-model_v4,AF-P23526-2-F1-model_v6,0.139,115,85,3,163,270,165,272,0.0004538,136,0.7275,A0A059ZTS1,P23526,adhA,AHCY,9606
AF-A0A1E3M540-F1-model_v4,AF-O75600-2-F1-model_v6,0.126,373,279,18,19,356,74,434,2.445e-15,435,0.7275,A0A1E3M540,O75600,hisC,GCAT,9606
AF-A0A5P1UI52-F1-model_v4,AF-Q5VV42-2-F1-model_v6,0.221,437,275,18,63,483,25,412,1.3570000000000001e-30,891,0.7274,A0A5P1UI52,Q5VV42,miaB,CDKAL1,9606
AF-A0A1E3M8L4-F1-model_v4,AF-Q96GJ1-2-F1-model_v6,0.16,131,99,7,17,138,312,440,0.007859,103,0.7274,A0A1E3M8L4,Q96GJ1,,TRMT2B,9606
AF-V5VAZ7-F1-model_v4,AF-Q9UBP0-4-F1-model_v6,0.162,271,164,11,23,249,221,472,1.588e-06,225,0.7272,V5VAZ7,Q9UBP0,ruvB,SPAST,9606
AF-A0A1E3M3S2-F1-model_v4,AF-Q16775-3-F1-model_v6,0.223,112,70,5,4,102,40,147,0.001624,114,0.727,A0A1E3M3S2,Q16775,,HAGH,9606
AF-A0A1E3M6Y2-F1-model_v4,AF-Q6P587-1-F1-model_v6,0.137,261,146,18,84,321,19,223,1.338e-08,243,0.727,A0A1E3M6Y2,Q6P587,,FAHD1,9606
AF-A0A0F5XPS0-F1-model_v4,AF-Q9H2P9-4-F1-model_v6,0.127,274,184,13,5,233,2,265,2.243e-09,278,0.7269,A0A0F5XPS0,Q9H2P9,rsmI,DPH5,9606
AF-V5VGT3-F1-model_v4,AF-P55265-2-F1-model_v6,0.175,74,58,2,3,73,136,209,0.7924,75,0.7263,V5VGT3,P55265,,ADAR,9606
AF-A0A1E3M4Z2-F1-model_v4,AF-P31512-F1-model_v6,0.18,509,311,32,8,482,1,437,2.897e-24,656,0.7261,A0A1E3M4Z2,P31512,,FMO4,9606
AF-A0A0J8VYY5-F1-model_v4,AF-Q147X3-F1-model_v6,0.138,159,109,8,1,139,212,362,1.374e-06,211,0.726,A0A0J8VYY5,Q147X3,,NAA30,9606
AF-A0A0B9W5M8-F1-model_v4,AF-Q96MZ0-4-F1-model_v6,0.167,287,151,13,2,201,48,333,5.594e-07,277,0.7259,A0A0B9W5M8,Q96MZ0,maiA,GDAP1L1,9606
AF-V5VEA5-F1-model_v4,AF-Q53H82-F1-model_v6,0.111,72,55,2,20,85,220,288,8.77,43,0.7259,V5VEA5,Q53H82,paaX,LACTB2,9606
AF-A0A1E3MD29-F1-model_v4,AF-Q96MZ0-4-F1-model_v6,0.145,289,153,10,2,198,48,334,1.127e-07,279,0.7258,A0A1E3MD29,Q96MZ0,,GDAP1L1,9606
AF-V5VIY3-F1-model_v4,AF-Q8IWU9-F1-model_v6,0.108,92,77,4,334,421,44,134,0.000712,146,0.7256,V5VIY3,Q8IWU9,hom_2,TPH2,9606
AF-A0A1V0XVX3-F1-model_v4,AF-A8MWK0-F1-model_v6,0.19,372,238,19,20,365,145,479,1.23e-09,398,0.7255,A0A1V0XVX3,A8MWK0,,FADS2B,9606
AF-V5VA50-F1-model_v4,AF-Q9NP80-F1-model_v6,0.163,318,200,21,53,311,441,751,9.984e-12,339,0.7254,V5VA50,Q9NP80,,PNPLA8,9606
AF-A0A0Q2AMY9-F1-model_v4,AF-Q9NXC2-F1-model_v6,0.2,115,80,7,6,113,2,111,0.01082,122,0.7253,A0A0Q2AMY9,Q9NXC2,aroA,GFOD1,9606
AF-A0A1E3M7A0-F1-model_v4,AF-Q9H7X0-2-F1-model_v6,0.139,187,122,9,1,163,17,188,3.374e-06,204,0.7253,A0A1E3M7A0,Q9H7X0,,NAA60,9606
AF-A0A1E3MBV1-F1-model_v4,AF-Q8NBJ5-F1-model_v6,0.135,251,159,14,5,219,342,570,6.394e-10,277,0.725,A0A1E3MBV1,Q8NBJ5,,COLGALT1,9606
AF-A0A0H4UC31-F1-model_v4,AF-P35240-F1-model_v6,0.122,49,39,2,14,60,255,301,2.494,53,0.7249,A0A0H4UC31,P35240,,NF2,9606
AF-A0A1E3M1S1-F1-model_v4,AF-Q9NVQ4-2-F1-model_v6,0.111,45,36,3,49,90,161,204,4.01,39,0.7248,A0A1E3M1S1,Q9NVQ4,,FAIM,9606
AF-A0A086HX38-F1-model_v4,AF-Q9H171-4-F1-model_v6,0.175,80,54,3,37,111,4,76,0.2973,67,0.7248,A0A086HX38,Q9H171,zur,ZBP1,9606
AF-A0A1E3MAJ1-F1-model_v4,AF-Q15758-3-F1-model_v6,0.399,258,153,2,160,415,2,259,9.512e-12,493,0.7246,A0A1E3MAJ1,Q15758,,SLC1A5,9606
AF-A0A081HAY5-F1-model_v4,AF-P15559-2-F1-model_v6,0.141,127,83,4,2,106,5,127,0.08084,80,0.7245,A0A081HAY5,P15559,azr,NQO1,9606
AF-A0A204ERU5-F1-model_v4,AF-O75648-2-F1-model_v6,0.173,127,93,6,12,127,1,126,0.00379,106,0.7242,A0A204ERU5,O75648,queH,TRMU,9606
AF-V5VAH3-F1-model_v4,AF-Q86YS7-2-F1-model_v6,0.135,111,82,4,40,143,141,244,0.003089,123,0.7241,V5VAH3,Q86YS7,,C2CD5,9606
AF-A0A1E3M7G6-F1-model_v4,AF-Q96NN9-2-F1-model_v6,0.225,133,87,8,29,155,74,196,2.432e-05,182,0.724,A0A1E3M7G6,Q96NN9,,AIFM3,9606
AF-V5VHA9-F1-model_v4,AF-P23921-F1-model_v6,0.13,84,63,4,50,129,2,79,0.05188,98,0.7239,V5VHA9,P23921,nrdR,RRM1,9606
AF-A0A5P1UN70-F1-model_v4,AF-Q96GJ1-2-F1-model_v6,0.158,416,258,25,1,354,92,477,4.413e-19,521,0.7239,A0A5P1UN70,Q96GJ1,trmA,TRMT2B,9606
AF-A0A059ZIB9-F1-model_v4,AF-Q8IWU9-F1-model_v6,0.075,79,70,2,52,128,58,135,0.02764,100,0.7238,A0A059ZIB9,Q8IWU9,,TPH2,9606
AF-V5VF09-F1-model_v4,AF-P55265-3-F1-model_v6,0.142,70,53,2,16,85,139,201,1.176,80,0.7238,V5VF09,P55265,pdhR_2,ADAR,9606
AF-A0A1E3MAJ1-F1-model_v4,AF-Q15758-2-F1-model_v6,0.399,258,153,2,160,415,28,285,1.28e-11,488,0.7235,A0A1E3MAJ1,Q15758,,SLC1A5,9606
AF-A0A5P1UI12-F1-model_v4,AF-O75600-2-F1-model_v6,0.164,370,236,21,17,358,110,434,5.509e-14,383,0.7232,A0A5P1UI12,O75600,,GCAT,9606
AF-V5V938-F1-model_v4,AF-P55265-2-F1-model_v6,0.195,87,56,4,27,111,297,371,0.03499,95,0.7225,V5V938,P55265,hxlR_1,ADAR,9606
AF-A0A081H230-F1-model_v4,AF-P05165-F1-model_v6,0.179,428,278,22,554,929,59,465,1.743e-19,582,0.7225,A0A081H230,P05165,carB,PCCA,9606
AF-V5VAH3-F1-model_v4,AF-Q86YS7-5-F1-model_v6,0.131,114,79,6,40,143,141,244,0.0003653,147,0.7224,V5VAH3,Q86YS7,,C2CD5,9606
AF-V5VAN7-F1-model_v4,AF-Q9H2V7-F1-model_v6,0.127,479,341,24,1,425,24,479,6.076e-06,264,0.7224,V5VAN7,Q9H2V7,kgtP_1,SPNS1,9606
AF-A0A1E3M832-F1-model_v4,AF-P31948-2-F1-model_v6,0.142,140,106,3,1,128,10,147,0.0005584,163,0.7218,A0A1E3M832,P31948,,STIP1,9606
AF-A0A077GS34-F1-model_v4,AF-Q9NUT2-5-F1-model_v6,0.152,275,197,6,138,392,3,261,0.005325,171,0.7215,A0A077GS34,Q9NUT2,sbmA,ABCB8,9606
AF-A0A0D7RCM4-F1-model_v4,AF-P60842-F1-model_v6,0.17,400,269,22,236,609,29,391,1.409e-11,349,0.721,A0A0D7RCM4,P60842,recG,EIF4A1,9606
AF-V5XVR9-F1-model_v4,AF-P21953-F1-model_v6,0.104,353,239,23,355,661,69,390,2.444e-06,216,0.721,V5XVR9,P21953,tkt,BCKDHB,9606
AF-A0A1E3MBF3-F1-model_v4,AF-Q8NB37-3-F1-model_v6,0.156,256,132,14,38,287,1,178,1.806e-05,164,0.7208,A0A1E3MBF3,Q8NB37,,GATD1,9606
AF-A0A1E3MAJ1-F1-model_v4,AF-P43007-2-F1-model_v6,0.296,189,123,2,227,415,3,181,9.975e-05,205,0.7207,A0A1E3MAJ1,P43007,,SLC1A4,9606
AF-A0A1E3M7Z6-F1-model_v4,AF-Q5VV42-2-F1-model_v6,0.137,232,161,12,5,221,132,339,8.919e-07,204,0.7206,A0A1E3M7Z6,Q5VV42,,CDKAL1,9606
AF-A0A1E3MEA1-F1-model_v4,AF-Q13825-F1-model_v6,0.235,306,176,10,3,301,76,330,3.107e-12,442,0.7205,A0A1E3MEA1,Q13825,,AUH,9606
AF-A0A1E3MA15-F1-model_v4,AF-P0C7M7-F1-model_v6,0.148,520,329,30,11,432,72,575,5.129999999999999e-22,599,0.7201,A0A1E3MA15,P0C7M7,,ACSM4,9606
AF-V5VDL9-F1-model_v4,AF-O75600-F1-model_v6,0.112,417,272,31,4,386,67,419,7.4e-13,351,0.7199,V5VDL9,O75600,iscS,GCAT,9606
AF-A0A1E3M209-F1-model_v4,AF-Q96ES6-F1-model_v6,0.158,417,292,18,26,398,3,404,8.912e-07,292,0.7198,A0A1E3M209,Q96ES6,,SLC33A2,9606
AF-A0A1E3MA15-F1-model_v4,AF-Q96CM8-F1-model_v6,0.133,555,336,30,4,434,77,610,1.122e-19,553,0.7197,A0A1E3MA15,Q96CM8,,ACSF2,9606
AF-V5VDP9-F1-model_v4,AF-Q13131-2-F1-model_v6,0.068,44,40,1,68,111,448,490,4.89,40,0.7195,V5VDP9,Q13131,,PRKAA1,9606
AF-A0A5P1UKR7-F1-model_v4,AF-Q8NI60-3-F1-model_v6,0.178,470,321,21,1,437,155,592,8.215e-19,589,0.7194,A0A5P1UKR7,Q8NI60,,COQ8A,9606
AF-V5VE81-F1-model_v4,AF-P05165-F1-model_v6,0.139,436,312,22,9,399,59,476,1.2559999999999998e-22,590,0.7193,V5VE81,P05165,purT,PCCA,9606
AF-V5VDK9-F1-model_v4,AF-Q8IV63-F1-model_v6,0.343,32,20,1,4,34,2,33,4.158,43,0.7193,V5VDK9,Q8IV63,,VRK3,9606
AF-A0A1E3M6V3-F1-model_v4,AF-Q8N8U2-F1-model_v6,0.149,281,218,9,1,269,230,501,7.633e-15,435,0.7192,A0A1E3M6V3,Q8N8U2,,CDYL2,9606
AF-V5V9L9-F1-model_v4,AF-Q9NPJ3-F1-model_v6,0.121,140,93,8,1,110,1,140,0.0002631,151,0.7189,V5V9L9,Q9NPJ3,tesB,ACOT13,9606
AF-A0A059ZI65-F1-model_v4,AF-Q96RR1-F1-model_v6,0.154,266,165,15,70,291,391,640,3.437e-08,242,0.7189,A0A059ZI65,Q96RR1,radA,TWNK,9606
AF-V5VAH3-F1-model_v4,AF-Q86YS7-3-F1-model_v6,0.131,114,79,6,40,143,141,244,0.001618,130,0.7188,V5VAH3,Q86YS7,,C2CD5,9606
AF-A0A1E3M8N0-F1-model_v4,AF-P0C7M7-F1-model_v6,0.199,586,403,26,1,535,5,575,1.499e-40,1094,0.7188,A0A1E3M8N0,P0C7M7,entE,ACSM4,9606
AF-A0A1E3M3N8-F1-model_v4,AF-P26374-F1-model_v6,0.229,48,31,3,6,49,7,52,0.4709,53,0.7186,A0A1E3M3N8,P26374,,CHML,9606
AF-A0A1E3M7W7-F1-model_v4,AF-Q96MZ0-4-F1-model_v6,0.167,293,149,13,2,200,46,337,2.78e-07,282,0.7186,A0A1E3M7W7,Q96MZ0,,GDAP1L1,9606
AF-A0A1E3MA15-F1-model_v4,AF-Q14689-6-F1-model_v6,0.119,594,333,31,4,433,986,1553,4.933e-18,484,0.7185,A0A1E3MA15,Q14689,,DIP2A,9606
AF-A0A1E3M798-F1-model_v4,AF-Q9H7X0-2-F1-model_v6,0.152,184,121,11,6,170,20,187,6.996e-09,256,0.7185,A0A1E3M798,Q9H7X0,,NAA60,9606
AF-V5VF09-F1-model_v4,AF-P55265-2-F1-model_v6,0.132,68,56,1,17,84,136,200,1.732,72,0.7184,V5VF09,P55265,pdhR_2,ADAR,9606
AF-V5VJ31-F1-model_v4,AF-Q2M3R5-2-F1-model_v6,0.182,302,210,13,7,287,70,355,3.242e-08,356,0.7181,V5VJ31,Q2M3R5,,SLC35G1,9606
AF-A0A1E3M981-F1-model_v4,AF-Q63HQ2-5-F1-model_v6,0.119,117,83,8,100,211,2,103,0.2218,76,0.7181,A0A1E3M981,Q63HQ2,,EGFLAM,9606
AF-V5VGU9-F1-model_v4,AF-Q4L235-2-F1-model_v6,0.165,411,282,21,1,381,614,993,6.169000000000001e-20,670,0.7176,V5VGU9,Q4L235,bamB,AASDH,9606
AF-A0A059ZR59-F1-model_v4,AF-Q7RTP6-4-F1-model_v6,0.288,45,28,3,3,46,82,123,0.9333,45,0.7175,A0A059ZR59,Q7RTP6,,MICAL3,9606
AF-A0A1E3M816-F1-model_v4,AF-O14618-F1-model_v6,0.111,72,58,1,89,160,4,69,8.257,37,0.7175,A0A1E3M816,O14618,,CCS,9606
AF-V5VHR7-F1-model_v4,AF-Q4L235-2-F1-model_v6,0.109,82,71,1,1,80,448,529,1.875,61,0.7174,V5VHR7,Q4L235,pksN,AASDH,9606
AF-V5XXN7-F1-model_v4,AF-Q9H7X0-2-F1-model_v6,0.125,184,128,10,9,173,20,189,2.822e-08,251,0.7173,V5XXN7,Q9H7X0,yncA,NAA60,9606
AF-V5VF09-F1-model_v4,AF-P55265-4-F1-model_v6,0.142,70,53,2,16,85,182,244,1.36,77,0.7173,V5VF09,P55265,pdhR_2,ADAR,9606
AF-A0A1E3M759-F1-model_v4,AF-P36639-1-F1-model_v6,0.142,119,81,7,20,131,44,148,0.0004156,136,0.7172,A0A1E3M759,P36639,,NUDT1,9606
AF-A0A7U4X7F2-F1-model_v4,AF-Q86XE5-3-F1-model_v6,0.232,125,78,5,168,290,53,161,0.06674,101,0.7171,A0A7U4X7F2,Q86XE5,,HOGA1,9606
AF-A0A0B9WMH3-F1-model_v4,AF-Q5JRX3-2-F1-model_v6,0.142,1114,664,68,4,919,7,1026,1.092e-31,994,0.717,A0A0B9WMH3,Q5JRX3,,PITRM1,9606
AF-V5VJ31-F1-model_v4,AF-Q2M3R5-F1-model_v6,0.172,302,213,12,7,287,71,356,3.85e-08,356,0.7169,V5VJ31,Q2M3R5,,SLC35G1,9606
